YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2017,6,5,13,796.58
2017,6,5,14,788.31
2017,6,5,15,662.28
2017,6,5,16,498.57
2017,6,5,17,296.99
2017,6,5,18,107.34
2017,6,5,19,7.2
2017,6,5,20,0.0
2017,6,5,21,0.0
2017,6,5,22,0.0
2017,6,5,23,0.0
2017,6,6,0,0.0
2017,6,6,1,0.0
2017,6,6,2,0.0
2017,6,6,3,0.0
2017,6,6,4,0.0
2017,6,6,5,92.61
2017,6,6,6,296.73
2017,6,6,7,495.56
2017,6,6,8,673.07
2017,6,6,9,813.04
2017,6,6,10,922.09
2017,6,6,11,967.71
2017,6,6,12,945.61
2017,6,6,13,901.68
2017,6,6,14,811.56
2017,6,6,15,647.05
2017,6,6,16,477.2
2017,6,6,17,283.74
2017,6,6,18,97.23
2017,6,6,19,7.23
2017,6,6,20,0.0
2017,6,6,21,0.0
2017,6,6,22,0.0
2017,6,6,23,0.0
2017,6,7,0,0.0
2017,6,7,1,0.0
2017,6,7,2,0.0
2017,6,7,3,0.0
2017,6,7,4,0.0
2017,6,7,5,88.48
2017,6,7,6,246.63
2017,6,7,7,430.34
2017,6,7,8,617.07
2017,6,7,9,755.6
2017,6,7,10,861.9
2017,6,7,11,941.21
2017,6,7,12,921.7
2017,6,7,13,885.67
2017,6,7,14,788.95
2017,6,7,15,648.53
2017,6,7,16,481.55
2017,6,7,17,284.07
2017,6,7,18,98.05
2017,6,7,19,6.79
2017,6,7,20,0.0
2017,6,7,21,0.0
2017,6,7,22,0.0
2017,6,7,23,0.0
2017,6,8,0,0.0
2017,6,8,1,0.0
2017,6,8,2,0.0
2017,6,8,3,0.0
2017,6,8,4,7.35
2017,6,8,5,96.88
2017,6,8,6,287.41
2017,6,8,7,481.29
2017,6,8,8,663.84
2017,6,8,9,810.52
2017,6,8,10,914.7
2017,6,8,11,957.98
2017,6,8,12,954.81
2017,6,8,13,901.05
2017,6,8,14,804.76
2017,6,8,15,647.27
2017,6,8,16,465.97
2017,6,8,17,277.78
2017,6,8,18,91.67
2017,6,8,19,7.02
2017,6,8,20,0.0
2017,6,8,21,0.0
2017,6,8,22,0.0
2017,6,8,23,0.0
2017,6,9,0,0.0
2017,6,9,1,0.0
2017,6,9,2,0.0
2017,6,9,3,0.0
2017,6,9,4,6.65
2017,6,9,5,59.73
2017,6,9,6,188.33
2017,6,9,7,337.77
2017,6,9,8,471.96
2017,6,9,9,627.03
2017,6,9,10,759.5
2017,6,9,11,807.83
2017,6,9,12,850.11
2017,6,9,13,780.63
2017,6,9,14,686.98
2017,6,9,15,532.52
2017,6,9,16,381.99
2017,6,9,17,212.61
2017,6,9,18,73.66
2017,6,9,19,6.53
2017,6,9,20,0.0
2017,6,9,21,0.0
2017,6,9,22,0.0
2017,6,9,23,0.0
2017,6,10,0,0.0
2017,6,10,1,0.0
2017,6,10,2,0.0
2017,6,10,3,0.0
2017,6,10,4,6.73
2017,6,10,5,74.68
2017,6,10,6,250.35
2017,6,10,7,445.49
2017,6,10,8,630.22
2017,6,10,9,775.25
2017,6,10,10,873.88
2017,6,10,11,905.73
2017,6,10,12,870.05
2017,6,10,13,859.2
2017,6,10,14,745.26
2017,6,10,15,610.77
2017,6,10,16,446.88
2017,6,10,17,266.79
2017,6,10,18,92.99
2017,6,10,19,6.99
2017,6,10,20,0.0
2017,6,10,21,0.0
2017,6,10,22,0.0
2017,6,10,23,0.0
2017,6,11,0,0.0
2017,6,11,1,0.0
2017,6,11,2,0.0
2017,6,11,3,0.0
2017,6,11,4,7.11
2017,6,11,5,90.7
2017,6,11,6,273.07
2017,6,11,7,465.69
2017,6,11,8,642.74
2017,6,11,9,790.31
2017,6,11,10,892.87
2017,6,11,11,945.32
2017,6,11,12,963.12
2017,6,11,13,918.39
2017,6,11,14,823.87
2017,6,11,15,674.87
2017,6,11,16,500.7
2017,6,11,17,307.82
2017,6,11,18,116.88
2017,6,11,19,8.12
2017,6,11,20,0.0
2017,6,11,21,0.0
2017,6,11,22,0.0
2017,6,11,23,0.0
2017,6,12,0,0.0
2017,6,12,1,0.0
2017,6,12,2,0.0
2017,6,12,3,0.0
2017,6,12,4,7.79
2017,6,12,5,106.58
2017,6,12,6,296.95
2017,6,12,7,489.02
2017,6,12,8,664.68
2017,6,12,9,810.81
2017,6,12,10,898.45
2017,6,12,11,939.12
2017,6,12,12,960.23
2017,6,12,13,917.29
2017,6,12,14,822.82
2017,6,12,15,673.91
2017,6,12,16,500.18
2017,6,12,17,306.58
2017,6,12,18,115.9
2017,6,12,19,8.04
2017,6,12,20,0.0
2017,6,12,21,0.0
2017,6,12,22,0.0
2017,6,12,23,0.0
2017,6,13,0,0.0
2017,6,13,1,0.0
2017,6,13,2,0.0
2017,6,13,3,0.0
2017,6,13,4,7.45
2017,6,13,5,98.35
2017,6,13,6,284.52
2017,6,13,7,476.76
2017,6,13,8,652.52
2017,6,13,9,799.1
2017,6,13,10,900.62
2017,6,13,11,946.47
2017,6,13,12,955.52
2017,6,13,13,910.15
2017,6,13,14,814.2
2017,6,13,15,663.96
2017,6,13,16,489.05
2017,6,13,17,295.77
2017,6,13,18,108.1
2017,6,13,19,7.69
2017,6,13,20,0.0
2017,6,13,21,0.0
2017,6,13,22,0.0
2017,6,13,23,0.0
2017,6,14,0,0.0
2017,6,14,1,0.0
2017,6,14,2,0.0
2017,6,14,3,0.0
2017,6,14,4,7.28
2017,6,14,5,91.59
2017,6,14,6,269.3
2017,6,14,7,460.11
2017,6,14,8,637.8
2017,6,14,9,790.01
2017,6,14,10,892.91
2017,6,14,11,931.02
2017,6,14,12,950.01
2017,6,14,13,906.09
2017,6,14,14,809.36
2017,6,14,15,658.36
2017,6,14,16,486.12
2017,6,14,17,294.35
2017,6,14,18,108.08
2017,6,14,19,7.96
2017,6,14,20,0.0
2017,6,14,21,0.0
2017,6,14,22,0.0
2017,6,14,23,0.0
2017,6,15,0,0.0
2017,6,15,1,0.0
2017,6,15,2,0.0
2017,6,15,3,0.0
2017,6,15,4,7.32
2017,6,15,5,84.23
2017,6,15,6,273.91
2017,6,15,7,465.21
2017,6,15,8,642.96
2017,6,15,9,792.41
2017,6,15,10,893.97
2017,6,15,11,941.88
2017,6,15,12,921.23
2017,6,15,13,878.22
2017,6,15,14,736.08
2017,6,15,15,535.9
2017,6,15,16,275.52
2017,6,15,17,142.84
2017,6,15,18,48.62
2017,6,15,19,5.15
2017,6,15,20,0.0
2017,6,15,21,0.0
2017,6,15,22,0.0
2017,6,15,23,0.0
2017,6,16,0,0.0
2017,6,16,1,0.0
2017,6,16,2,0.0
2017,6,16,3,0.0
2017,6,16,4,6.66
2017,6,16,5,61.19
2017,6,16,6,208.41
2017,6,16,7,354.07
2017,6,16,8,473.34
2017,6,16,9,619.64
2017,6,16,10,758.88
2017,6,16,11,874.89
2017,6,16,12,874.35
2017,6,16,13,855.53
2017,6,16,14,788.35
2017,6,16,15,645.16
2017,6,16,16,476.0
2017,6,16,17,286.21
2017,6,16,18,104.79
2017,6,16,19,8.07
2017,6,16,20,0.0
2017,6,16,21,0.0
2017,6,16,22,0.0
2017,6,16,23,0.0
2017,6,17,0,0.0
2017,6,17,1,0.0
2017,6,17,2,0.0
2017,6,17,3,0.0
2017,6,17,4,7.22
2017,6,17,5,92.63
2017,6,17,6,274.14
2017,6,17,7,466.37
2017,6,17,8,645.12
2017,6,17,9,793.94
2017,6,17,10,898.44
2017,6,17,11,945.37
2017,6,17,12,948.57
2017,6,17,13,906.23
2017,6,17,14,799.39
2017,6,17,15,631.7
2017,6,17,16,435.45
2017,6,17,17,250.55
2017,6,17,18,87.89
2017,6,17,19,7.01
2017,6,17,20,0.0
2017,6,17,21,0.0
2017,6,17,22,0.0
2017,6,17,23,0.0
2017,6,18,0,0.0
2017,6,18,1,0.0
2017,6,18,2,0.0
2017,6,18,3,0.0
2017,6,18,4,7.23
2017,6,18,5,92.27
2017,6,18,6,272.4
2017,6,18,7,458.84
2017,6,18,8,631.55
2017,6,18,9,781.97
2017,6,18,10,884.57
2017,6,18,11,936.06
2017,6,18,12,933.87
2017,6,18,13,892.04
2017,6,18,14,801.41
2017,6,18,15,659.88
2017,6,18,16,491.63
2017,6,18,17,303.99
2017,6,18,18,114.14
2017,6,18,19,8.73
2017,6,18,20,0.0
2017,6,18,21,0.0
2017,6,18,22,0.0
2017,6,18,23,0.0
2017,6,19,0,0.0
2017,6,19,1,0.0
2017,6,19,2,0.0
2017,6,19,3,0.0
2017,6,19,4,7.41
2017,6,19,5,93.04
2017,6,19,6,276.18
2017,6,19,7,465.67
2017,6,19,8,628.1
2017,6,19,9,762.7
2017,6,19,10,877.53
2017,6,19,11,931.15
2017,6,19,12,929.21
2017,6,19,13,871.91
2017,6,19,14,784.7
2017,6,19,15,643.32
2017,6,19,16,482.86
2017,6,19,17,293.71
2017,6,19,18,102.0
2017,6,19,19,8.46
2017,6,19,20,0.0
2017,6,19,21,0.0
2017,6,19,22,0.0
2017,6,19,23,0.0
2017,6,20,0,0.0
2017,6,20,1,0.0
2017,6,20,2,0.0
2017,6,20,3,0.0
2017,6,20,4,0.0
2017,6,20,5,102.96
2017,6,20,6,276.81
2017,6,20,7,466.81
2017,6,20,8,643.66
2017,6,20,9,792.2
2017,6,20,10,889.43
2017,6,20,11,941.32
2017,6,20,12,951.11
2017,6,20,13,909.55
2017,6,20,14,813.98
2017,6,20,15,655.36
2017,6,20,16,484.67
2017,6,20,17,272.62
2017,6,20,18,107.05
2017,6,20,19,8.07
2017,6,20,20,0.0
2017,6,20,21,0.0
2017,6,20,22,0.0
2017,6,20,23,0.0
2017,6,21,0,0.0
2017,6,21,1,0.0
2017,6,21,2,0.0
2017,6,21,3,0.0
2017,6,21,4,0.0
2017,6,21,5,87.27
2017,6,21,6,265.3
2017,6,21,7,449.24
2017,6,21,8,639.62
2017,6,21,9,776.88
2017,6,21,10,883.33
2017,6,21,11,923.52
2017,6,21,12,910.17
2017,6,21,13,868.43
2017,6,21,14,770.37
2017,6,21,15,549.14
2017,6,21,16,390.35
2017,6,21,17,246.45
2017,6,21,18,102.84
2017,6,21,19,8.55
2017,6,21,20,0.0
2017,6,21,21,0.0
2017,6,21,22,0.0
2017,6,21,23,0.0
2017,6,22,0,0.0
2017,6,22,1,0.0
2017,6,22,2,0.0
2017,6,22,3,0.0
2017,6,22,4,0.0
2017,6,22,5,98.1
2017,6,22,6,271.52
2017,6,22,7,462.3
2017,6,22,8,637.24
2017,6,22,9,784.77
2017,6,22,10,889.23
2017,6,22,11,935.24
2017,6,22,12,926.76
2017,6,22,13,903.6
2017,6,22,14,742.85
2017,6,22,15,550.72
2017,6,22,16,267.16
2017,6,22,17,171.06
2017,6,22,18,58.16
2017,6,22,19,7.77
2017,6,22,20,0.0
2017,6,22,21,0.0
2017,6,22,22,0.0
2017,6,22,23,0.0
2017,6,23,0,0.0
2017,6,23,1,0.0
2017,6,23,2,0.0
2017,6,23,3,0.0
2017,6,23,4,0.0
2017,6,23,5,92.59
2017,6,23,6,260.66
2017,6,23,7,449.02
2017,6,23,8,624.78
2017,6,23,9,770.41
2017,6,23,10,873.56
2017,6,23,11,847.25
2017,6,23,12,914.76
2017,6,23,13,852.54
2017,6,23,14,773.96
2017,6,23,15,637.72
2017,6,23,16,469.7
2017,6,23,17,285.27
2017,6,23,18,107.53
2017,6,23,19,8.95
2017,6,23,20,0.0
2017,6,23,21,0.0
2017,6,23,22,0.0
2017,6,23,23,0.0
2017,6,24,0,0.0
2017,6,24,1,0.0
2017,6,24,2,0.0
2017,6,24,3,0.0
2017,6,24,4,0.0
2017,6,24,5,102.23
2017,6,24,6,277.27
2017,6,24,7,461.16
2017,6,24,8,630.65
2017,6,24,9,755.16
2017,6,24,10,860.52
2017,6,24,11,855.43
2017,6,24,12,871.47
2017,6,24,13,867.22
2017,6,24,14,739.45
2017,6,24,15,619.09
2017,6,24,16,447.96
2017,6,24,17,255.94
2017,6,24,18,92.13
2017,6,24,19,8.43
2017,6,24,20,0.0
2017,6,24,21,0.0
2017,6,24,22,0.0
2017,6,24,23,0.0
2017,6,25,0,0.0
2017,6,25,1,0.0
2017,6,25,2,0.0
2017,6,25,3,0.0
2017,6,25,4,0.0
2017,6,25,5,63.73
2017,6,25,6,220.17
2017,6,25,7,342.15
2017,6,25,8,455.69
2017,6,25,9,574.04
2017,6,25,10,659.96
2017,6,25,11,786.37
2017,6,25,12,898.75
2017,6,25,13,859.43
2017,6,25,14,651.1
2017,6,25,15,411.12
2017,6,25,16,235.73
2017,6,25,17,129.03
2017,6,25,18,55.03
2017,6,25,19,5.69
2017,6,25,20,0.0
2017,6,25,21,0.0
2017,6,25,22,0.0
2017,6,25,23,0.0
2017,6,26,0,0.0
2017,6,26,1,0.0
2017,6,26,2,0.0
2017,6,26,3,0.0
2017,6,26,4,0.0
2017,6,26,5,72.55
2017,6,26,6,235.49
2017,6,26,7,425.64
2017,6,26,8,613.35
2017,6,26,9,766.48
2017,6,26,10,883.38
2017,6,26,11,926.0
2017,6,26,12,927.92
2017,6,26,13,910.73
2017,6,26,14,807.78
2017,6,26,15,664.35
2017,6,26,16,496.23
2017,6,26,17,308.12
2017,6,26,18,115.55
2017,6,26,19,9.34
2017,6,26,20,0.0
2017,6,26,21,0.0
2017,6,26,22,0.0
2017,6,26,23,0.0
2017,6,27,0,0.0
2017,6,27,1,0.0
2017,6,27,2,0.0
2017,6,27,3,0.0
2017,6,27,4,0.0
2017,6,27,5,83.59
2017,6,27,6,244.09
2017,6,27,7,431.75
2017,6,27,8,602.99
2017,6,27,9,704.77
2017,6,27,10,712.05
2017,6,27,11,781.1
2017,6,27,12,507.32
2017,6,27,13,658.88
2017,6,27,14,662.13
2017,6,27,15,648.25
2017,6,27,16,480.16
2017,6,27,17,303.89
2017,6,27,18,118.56
2017,6,27,19,9.66
2017,6,27,20,0.0
2017,6,27,21,0.0
2017,6,27,22,0.0
2017,6,27,23,0.0
2017,6,28,0,0.0
2017,6,28,1,0.0
2017,6,28,2,0.0
2017,6,28,3,0.0
2017,6,28,4,0.0
2017,6,28,5,100.45
2017,6,28,6,280.86
2017,6,28,7,478.95
2017,6,28,8,657.59
2017,6,28,9,808.03
2017,6,28,10,916.87
2017,6,28,11,959.16
2017,6,28,12,941.89
2017,6,28,13,824.49
2017,6,28,14,802.44
2017,6,28,15,658.24
2017,6,28,16,480.4
2017,6,28,17,291.31
2017,6,28,18,103.62
2017,6,28,19,9.45
2017,6,28,20,0.0
2017,6,28,21,0.0
2017,6,28,22,0.0
2017,6,28,23,0.0
2017,6,29,0,0.0
2017,6,29,1,0.0
2017,6,29,2,0.0
2017,6,29,3,0.0
2017,6,29,4,0.0
2017,6,29,5,102.2
2017,6,29,6,286.98
2017,6,29,7,483.73
2017,6,29,8,665.69
2017,6,29,9,816.98
2017,6,29,10,930.58
2017,6,29,11,980.88
2017,6,29,12,977.57
2017,6,29,13,923.45
2017,6,29,14,835.52
2017,6,29,15,690.2
2017,6,29,16,528.53
2017,6,29,17,320.19
2017,6,29,18,130.04
2017,6,29,19,8.91
2017,6,29,20,0.0
2017,6,29,21,0.0
2017,6,29,22,0.0
2017,6,29,23,0.0
2017,6,30,0,0.0
2017,6,30,1,0.0
2017,6,30,2,0.0
2017,6,30,3,0.0
2017,6,30,4,0.0
2017,6,30,5,100.29
2017,6,30,6,282.53
2017,6,30,7,479.45
2017,6,30,8,661.11
2017,6,30,9,810.04
2017,6,30,10,906.07
2017,6,30,11,938.61
2017,6,30,12,941.27
2017,6,30,13,820.63
2017,6,30,14,745.31
2017,6,30,15,530.09
2017,6,30,16,362.18
2017,6,30,17,207.26
2017,6,30,18,78.02
2017,6,30,19,6.71
2017,6,30,20,0.0
2017,6,30,21,0.0
2017,6,30,22,0.0
2017,6,30,23,0.0
2017,7,1,0,0.0
2017,7,1,1,0.0
2017,7,1,2,0.0
2017,7,1,3,0.0
2017,7,1,4,0.0
2017,7,1,5,51.35
2017,7,1,6,145.84
2017,7,1,7,291.66
2017,7,1,8,430.73
2017,7,1,9,571.8
2017,7,1,10,707.84
2017,7,1,11,844.39
2017,7,1,12,850.62
2017,7,1,13,816.01
2017,7,1,14,712.12
2017,7,1,15,544.38
2017,7,1,16,459.23
2017,7,1,17,300.79
2017,7,1,18,115.08
2017,7,1,19,9.44
2017,7,1,20,0.0
2017,7,1,21,0.0
2017,7,1,22,0.0
2017,7,1,23,0.0
2017,7,2,0,0.0
2017,7,2,1,0.0
2017,7,2,2,0.0
2017,7,2,3,0.0
2017,7,2,4,0.0
2017,7,2,5,95.59
2017,7,2,6,280.48
2017,7,2,7,477.82
2017,7,2,8,660.03
2017,7,2,9,809.66
2017,7,2,10,921.26
2017,7,2,11,967.48
2017,7,2,12,970.93
2017,7,2,13,930.2
2017,7,2,14,835.38
2017,7,2,15,688.45
2017,7,2,16,516.29
2017,7,2,17,321.06
2017,7,2,18,129.55
2017,7,2,19,10.35
2017,7,2,20,0.0
2017,7,2,21,0.0
2017,7,2,22,0.0
2017,7,2,23,0.0
2017,7,3,0,0.0
2017,7,3,1,0.0
2017,7,3,2,0.0
2017,7,3,3,0.0
2017,7,3,4,0.0
2017,7,3,5,97.78
2017,7,3,6,282.03
2017,7,3,7,475.34
2017,7,3,8,654.05
2017,7,3,9,801.77
2017,7,3,10,913.72
2017,7,3,11,962.22
2017,7,3,12,965.87
2017,7,3,13,929.14
2017,7,3,14,836.98
2017,7,3,15,690.88
2017,7,3,16,518.56
2017,7,3,17,323.77
2017,7,3,18,128.6
2017,7,3,19,10.27
2017,7,3,20,0.0
2017,7,3,21,0.0
2017,7,3,22,0.0
2017,7,3,23,0.0
2017,7,4,0,0.0
2017,7,4,1,0.0
2017,7,4,2,0.0
2017,7,4,3,0.0
2017,7,4,4,0.0
2017,7,4,5,97.7
2017,7,4,6,282.26
2017,7,4,7,475.0
2017,7,4,8,652.73
2017,7,4,9,800.3
2017,7,4,10,912.54
2017,7,4,11,963.64
2017,7,4,12,965.42
2017,7,4,13,919.81
2017,7,4,14,826.7
2017,7,4,15,682.24
2017,7,4,16,513.54
2017,7,4,17,322.1
2017,7,4,18,128.82
2017,7,4,19,10.21
2017,7,4,20,0.0
2017,7,4,21,0.0
2017,7,4,22,0.0
2017,7,4,23,0.0
2017,7,5,0,0.0
2017,7,5,1,0.0
2017,7,5,2,0.0
2017,7,5,3,0.0
2017,7,5,4,0.0
2017,7,5,5,85.73
2017,7,5,6,263.88
2017,7,5,7,455.65
2017,7,5,8,627.75
2017,7,5,9,780.2
2017,7,5,10,887.23
2017,7,5,11,950.31
2017,7,5,12,949.54
2017,7,5,13,898.39
2017,7,5,14,801.52
2017,7,5,15,639.69
2017,7,5,16,453.83
2017,7,5,17,276.94
2017,7,5,18,94.95
2017,7,5,19,7.83
2017,7,5,20,0.0
2017,7,5,21,0.0
2017,7,5,22,0.0
2017,7,5,23,0.0
2017,7,6,0,0.0
2017,7,6,1,0.0
2017,7,6,2,0.0
2017,7,6,3,0.0
2017,7,6,4,0.0
2017,7,6,5,33.12
2017,7,6,6,90.88
2017,7,6,7,199.82
2017,7,6,8,267.5
2017,7,6,9,433.28
2017,7,6,10,540.33
2017,7,6,11,597.52
2017,7,6,12,450.55
2017,7,6,13,407.91
2017,7,6,14,533.16
2017,7,6,15,422.26
2017,7,6,16,240.98
2017,7,6,17,113.62
2017,7,6,18,45.35
2017,7,6,19,6.06
2017,7,6,20,0.0
2017,7,6,21,0.0
2017,7,6,22,0.0
2017,7,6,23,0.0
2017,7,7,0,0.0
2017,7,7,1,0.0
2017,7,7,2,0.0
2017,7,7,3,0.0
2017,7,7,4,0.0
2017,7,7,5,45.81
2017,7,7,6,108.95
2017,7,7,7,172.59
2017,7,7,8,299.09
2017,7,7,9,172.71
2017,7,7,10,157.61
2017,7,7,11,144.55
2017,7,7,12,217.52
2017,7,7,13,345.05
2017,7,7,14,398.38
2017,7,7,15,332.52
2017,7,7,16,219.09
2017,7,7,17,99.91
2017,7,7,18,36.41
2017,7,7,19,4.9
2017,7,7,20,0.0
2017,7,7,21,0.0
2017,7,7,22,0.0
2017,7,7,23,0.0
2017,7,8,0,0.0
2017,7,8,1,0.0
2017,7,8,2,0.0
2017,7,8,3,0.0
2017,7,8,4,0.0
2017,7,8,5,60.72
2017,7,8,6,205.73
2017,7,8,7,363.98
2017,7,8,8,544.81
2017,7,8,9,734.19
2017,7,8,10,794.19
2017,7,8,11,859.55
2017,7,8,12,844.02
2017,7,8,13,813.41
2017,7,8,14,565.34
2017,7,8,15,568.97
2017,7,8,16,415.36
2017,7,8,17,248.62
2017,7,8,18,97.03
2017,7,8,19,8.31
2017,7,8,20,0.0
2017,7,8,21,0.0
2017,7,8,22,0.0
2017,7,8,23,0.0
2017,7,9,0,0.0
2017,7,9,1,0.0
2017,7,9,2,0.0
2017,7,9,3,0.0
2017,7,9,4,0.0
2017,7,9,5,72.48
2017,7,9,6,240.31
2017,7,9,7,429.67
2017,7,9,8,607.98
2017,7,9,9,758.73
2017,7,9,10,872.2
2017,7,9,11,927.0
2017,7,9,12,941.23
2017,7,9,13,865.2
2017,7,9,14,782.84
2017,7,9,15,639.29
2017,7,9,16,489.32
2017,7,9,17,299.41
2017,7,9,18,115.47
2017,7,9,19,8.42
2017,7,9,20,0.0
2017,7,9,21,0.0
2017,7,9,22,0.0
2017,7,9,23,0.0
2017,7,10,0,0.0
2017,7,10,1,0.0
2017,7,10,2,0.0
2017,7,10,3,0.0
2017,7,10,4,0.0
2017,7,10,5,75.69
2017,7,10,6,239.67
2017,7,10,7,441.59
2017,7,10,8,616.68
2017,7,10,9,767.6
2017,7,10,10,880.95
2017,7,10,11,931.34
2017,7,10,12,938.82
2017,7,10,13,889.82
2017,7,10,14,785.96
2017,7,10,15,663.77
2017,7,10,16,494.98
2017,7,10,17,294.01
2017,7,10,18,108.56
2017,7,10,19,8.08
2017,7,10,20,0.0
2017,7,10,21,0.0
2017,7,10,22,0.0
2017,7,10,23,0.0
2017,7,11,0,0.0
2017,7,11,1,0.0
2017,7,11,2,0.0
2017,7,11,3,0.0
2017,7,11,4,0.0
2017,7,11,5,64.73
2017,7,11,6,231.86
2017,7,11,7,417.67
2017,7,11,8,595.17
2017,7,11,9,750.43
2017,7,11,10,867.07
2017,7,11,11,917.59
2017,7,11,12,942.91
2017,7,11,13,897.23
2017,7,11,14,803.77
2017,7,11,15,654.66
2017,7,11,16,481.56
2017,7,11,17,289.29
2017,7,11,18,105.8
2017,7,11,19,7.94
2017,7,11,20,0.0
2017,7,11,21,0.0
2017,7,11,22,0.0
2017,7,11,23,0.0
